fight_name,fighter_1_name,fighter_2_name,fighter_1_strength,fighter_2_strength,strength_diff,strength_advantage,fighter_1_travel_speed,fighter_2_travel_speed,travel_speed_diff,travel_speed_advantage,fighter_1_agility,fighter_2_agility,agility_diff,agility_advantage,fighter_1_reaction_speed,fighter_2_reaction_speed,reaction_speed_diff,reaction_speed_advantage,fighter_1_offense,fighter_2_offense,offense_diff,offense_advantage,fighter_1_defense,fighter_2_defense,defense_diff,defense_advantage,fighter_1_endurance,fighter_2_endurance,endurance_diff,endurance_advantage,fighter_1_durability,fighter_2_durability,durability_diff,durability_advantage,fighter_1_stamina,fighter_2_stamina,stamina_diff,stamina_advantage,fighter_1_intelligence,fighter_2_intelligence,intelligence_diff,intelligence_advantage,fighter_1_battle_iq,fighter_2_battle_iq,battle_iq_diff,battle_iq_advantage,fighter_1_combat_skills,fighter_2_combat_skills,combat_skills_diff,combat_skills_advantage,fighter_1_weapon_proficiency,fighter_2_weapon_proficiency,weapon_proficiency_diff,weapon_proficiency_advantage,fighter_1_armament_haki,fighter_2_armament_haki,armament_haki_diff,armament_haki_advantage,fighter_1_observation_haki,fighter_2_observation_haki,observation_haki_diff,observation_haki_advantage,fighter_1_conqueror_haki,fighter_2_conqueror_haki,conqueror_haki_diff,conqueror_haki_advantage,fighter_1_devil_fruit,fighter_2_devil_fruit,devil_fruit_diff,devil_fruit_advantage,fighter_1_mentality,fighter_2_mentality,mentality_diff,mentality_advantage,fighter_1_experience,fighter_2_experience,experience_diff,experience_advantage,fighter_1_points,fighter_2_points,outcome
Monkey D. Luffy vs Bartolomeo,Monkey D. Luffy,Bartolomeo,10.0,6.0,4.0,1,8.0,4.0,4.0,1,9.0,5.0,4.0,1,9.0,5.5,3.5,1,10.0,7.0,3.0,1,8.0,9.5,-1.5,0,10.0,7.0,3.0,1,9.0,6.5,2.5,1,9.0,7.0,2.0,1,3.0,5.5,-2.5,0,8.0,6.5,1.5,1,9.0,6.0,3.0,1,1.0,3.0,-2.0,0,9.0,2.0,7.0,1,9.0,2.0,7.0,1,1.0,0.0,1.0,1,10.0,10.0,0.0,0,10.0,7.5,2.5,1,9.0,6.0,3.0,1,16,4,victory
Monkey D. Luffy vs X Drake,Monkey D. Luffy,X Drake,10.0,7.5,2.5,1,8.0,6.0,2.0,1,9.0,7.0,2.0,1,9.0,7.5,1.5,1,10.0,8.0,2.0,1,8.0,7.0,1.0,1,10.0,7.0,3.0,1,9.0,7.5,1.5,1,9.0,7.0,2.0,1,3.0,8.0,-5.0,0,8.0,7.5,0.5,1,9.0,8.0,1.0,1,1.0,7.0,-6.0,0,9.0,7.0,2.0,1,9.0,6.5,2.5,1,1.0,0.0,1.0,1,10.0,8.0,2.0,1,10.0,7.0,3.0,1,9.0,8.0,1.0,1,17,2,victory
Monkey D. Luffy vs Koby,Monkey D. Luffy,Koby,10.0,6.0,4.0,1,8.0,5.5,2.5,1,9.0,6.5,2.5,1,9.0,7.0,2.0,1,10.0,6.5,3.5,1,8.0,5.0,3.0,1,10.0,6.5,3.5,1,9.0,6.0,3.0,1,9.0,7.5,1.5,1,3.0,7.5,-4.5,0,8.0,7.0,1.0,1,9.0,6.5,2.5,1,1.0,3.5,-2.5,0,9.0,7.0,2.0,1,9.0,8.5,0.5,1,1.0,0.0,1.0,1,10.0,1.0,9.0,1,10.0,8.5,1.5,1,9.0,6.0,3.0,1,17,2,victory
Monkey D. Luffy vs Rob Lucci,Monkey D. Luffy,Rob Lucci,10.0,9.0,1.0,1,8.0,8.0,0.0,0,9.0,9.0,0.0,0,9.0,8.5,0.5,1,10.0,9.0,1.0,1,8.0,7.5,0.5,1,10.0,8.5,1.5,1,9.0,8.0,1.0,1,9.0,9.0,0.0,0,3.0,8.0,-5.0,0,8.0,8.5,-0.5,0,9.0,9.5,-0.5,0,1.0,4.0,-3.0,0,9.0,7.5,1.5,1,9.0,7.5,1.5,1,1.0,0.0,1.0,1,10.0,8.0,2.0,1,10.0,8.5,1.5,1,9.0,8.5,0.5,1,15,7,victory
Monkey D. Luffy vs Monkey D. Garp,Monkey D. Luffy,Monkey D. Garp,10.0,10.0,0.0,0,8.0,8.5,-0.5,0,9.0,9.0,0.0,0,9.0,10.0,-1.0,0,10.0,10.0,0.0,0,8.0,8.5,-0.5,0,10.0,10.0,0.0,0,9.0,9.0,0.0,0,9.0,9.5,-0.5,0,3.0,7.5,-4.5,0,8.0,9.5,-1.5,0,9.0,10.0,-1.0,0,1.0,5.0,-4.0,0,9.0,10.0,-1.0,0,9.0,9.0,0.0,0,1.0,1.0,0.0,0,10.0,0.5,9.5,1,10.0,9.5,0.5,1,9.0,10.0,-1.0,0,9,17,loss
Monkey D. Luffy vs Charlotte Pudding,Monkey D. Luffy,Charlotte Pudding,10.0,3.5,6.5,1,8.0,4.5,3.5,1,9.0,4.5,4.5,1,9.0,5.0,4.0,1,10.0,5.0,5.0,1,8.0,4.0,4.0,1,10.0,4.5,5.5,1,9.0,4.0,5.0,1,9.0,5.0,4.0,1,3.0,8.0,-5.0,0,8.0,6.5,1.5,1,9.0,4.5,4.5,1,1.0,4.5,-3.5,0,9.0,1.0,8.0,1,9.0,2.5,6.5,1,1.0,0.0,1.0,1,10.0,8.0,2.0,1,10.0,6.0,4.0,1,9.0,6.0,3.0,1,17,2,victory
Monkey D. Luffy vs Marshall D. Teach,Monkey D. Luffy,Marshall D. Teach,10.0,9.0,1.0,1,8.0,6.0,2.0,1,9.0,5.5,3.5,1,9.0,7.0,2.0,1,10.0,9.5,0.5,1,8.0,7.5,0.5,1,10.0,9.0,1.0,1,9.0,8.5,0.5,1,9.0,8.0,1.0,1,3.0,7.5,-4.5,0,8.0,8.5,-0.5,0,9.0,8.0,1.0,1,1.0,6.0,-5.0,0,9.0,8.0,1.0,1,9.0,7.0,2.0,1,1.0,0.0,1.0,1,10.0,10.0,0.0,0,10.0,9.0,1.0,1,9.0,8.5,0.5,1,16,4,victory
Monkey D. Luffy vs Kikuhime,Monkey D. Luffy,Kikuhime,10.0,6.0,4.0,1,8.0,6.0,2.0,1,9.0,7.0,2.0,1,9.0,7.0,2.0,1,10.0,7.0,3.0,1,8.0,6.0,2.0,1,10.0,7.0,3.0,1,9.0,6.0,3.0,1,9.0,7.0,2.0,1,3.0,7.0,-4.0,0,8.0,7.0,1.0,1,9.0,8.0,1.0,1,1.0,8.0,-7.0,0,9.0,6.0,3.0,1,9.0,6.0,3.0,1,1.0,0.0,1.0,1,10.0,1.0,9.0,1,10.0,8.0,2.0,1,9.0,7.0,2.0,1,17,2,victory
Monkey D. Luffy vs Izou,Monkey D. Luffy,Izou,10.0,6.5,3.5,1,8.0,6.5,1.5,1,9.0,8.0,1.0,1,9.0,7.5,1.5,1,10.0,7.5,2.5,1,8.0,5.5,2.5,1,10.0,7.0,3.0,1,9.0,6.5,2.5,1,9.0,7.5,1.5,1,3.0,7.5,-4.5,0,8.0,8.0,0.0,0,9.0,8.0,1.0,1,1.0,9.0,-8.0,0,9.0,6.0,3.0,1,9.0,6.0,3.0,1,1.0,0.0,1.0,1,10.0,1.0,9.0,1,10.0,8.0,2.0,1,9.0,8.5,0.5,1,17,3,victory
Monkey D. Luffy vs Kouzuki Hiyori,Monkey D. Luffy,Kouzuki Hiyori,10.0,2.5,7.5,1,8.0,4.0,4.0,1,9.0,3.5,5.5,1,9.0,4.0,5.0,1,10.0,3.0,7.0,1,8.0,4.0,4.0,1,10.0,5.0,5.0,1,9.0,3.5,5.5,1,9.0,5.0,4.0,1,3.0,7.0,-4.0,0,8.0,3.5,4.5,1,9.0,2.5,6.5,1,1.0,3.0,-2.0,0,9.0,1.0,8.0,1,9.0,1.0,8.0,1,1.0,0.0,1.0,1,10.0,1.0,9.0,1,10.0,7.5,2.5,1,9.0,6.0,3.0,1,17,2,victory
Monkey D. Luffy vs Shirahoshi,Monkey D. Luffy,Shirahoshi,10.0,1.0,9.0,1,8.0,1.5,6.5,1,9.0,1.0,8.0,1,9.0,2.5,6.5,1,10.0,4.5,5.5,1,8.0,1.0,7.0,1,10.0,2.5,7.5,1,9.0,1.5,7.5,1,9.0,2.5,6.5,1,3.0,5.0,-2.0,0,8.0,1.5,6.5,1,9.0,1.0,8.0,1,1.0,1.0,0.0,0,9.0,1.0,8.0,1,9.0,5.5,3.5,1,1.0,0.0,1.0,1,10.0,4.5,5.5,1,10.0,5.5,4.5,1,9.0,1.5,7.5,1,18,2,victory
Monkey D. Luffy vs Pell,Monkey D. Luffy,Pell,10.0,6.5,3.5,1,8.0,7.0,1.0,1,9.0,8.0,1.0,1,9.0,6.5,2.5,1,10.0,6.0,4.0,1,8.0,5.0,3.0,1,10.0,7.5,2.5,1,9.0,8.0,1.0,1,9.0,6.5,2.5,1,3.0,6.0,-3.0,0,8.0,6.5,1.5,1,9.0,6.5,2.5,1,1.0,5.0,-4.0,0,9.0,1.5,7.5,1,9.0,1.5,7.5,1,1.0,0.0,1.0,1,10.0,7.5,2.5,1,10.0,7.5,2.5,1,9.0,6.5,2.5,1,17,2,victory
Monkey D. Luffy vs Issho,Monkey D. Luffy,Issho,10.0,9.0,1.0,1,8.0,7.0,1.0,1,9.0,6.5,2.5,1,9.0,8.5,0.5,1,10.0,9.0,1.0,1,8.0,8.5,-0.5,0,10.0,8.5,1.5,1,9.0,8.5,0.5,1,9.0,9.0,0.0,0,3.0,8.0,-5.0,0,8.0,9.0,-1.0,0,9.0,9.0,0.0,0,1.0,9.0,-8.0,0,9.0,9.0,0.0,0,9.0,10.0,-1.0,0,1.0,0.0,1.0,1,10.0,9.0,1.0,1,10.0,9.0,1.0,1,9.0,9.5,-0.5,0,13,9,victory
Monkey D. Luffy vs Sakazuki,Monkey D. Luffy,Sakazuki,10.0,9.5,0.5,1,8.0,7.5,0.5,1,9.0,7.0,2.0,1,9.0,8.5,0.5,1,10.0,10.0,0.0,0,8.0,8.5,-0.5,0,10.0,9.5,0.5,1,9.0,9.5,-0.5,0,9.0,9.5,-0.5,0,3.0,7.0,-4.0,0,8.0,9.0,-1.0,0,9.0,9.5,-0.5,0,1.0,4.5,-3.5,0,9.0,9.5,-0.5,0,9.0,8.5,0.5,1,1.0,0.0,1.0,1,10.0,10.0,0.0,0,10.0,9.0,1.0,1,9.0,9.5,-0.5,0,10,11,loss
Monkey D. Luffy vs Kurozumi Tama,Monkey D. Luffy,Kurozumi Tama,10.0,2.0,8.0,1,8.0,3.0,5.0,1,9.0,4.0,5.0,1,9.0,3.0,6.0,1,10.0,3.5,6.5,1,8.0,2.5,5.5,1,10.0,4.0,6.0,1,9.0,3.0,6.0,1,9.0,4.0,5.0,1,3.0,5.5,-2.5,0,8.0,4.0,4.0,1,9.0,1.5,7.5,1,1.0,1.5,-0.5,0,9.0,1.0,8.0,1,9.0,1.0,8.0,1,1.0,0.0,1.0,1,10.0,7.5,2.5,1,10.0,6.5,3.5,1,9.0,3.0,6.0,1,17,2,victory
Monkey D. Luffy vs Killer,Monkey D. Luffy,Killer,10.0,7.0,3.0,1,8.0,6.5,1.5,1,9.0,7.5,1.5,1,9.0,7.5,1.5,1,10.0,8.0,2.0,1,8.0,6.0,2.0,1,10.0,7.0,3.0,1,9.0,6.5,2.5,1,9.0,7.0,2.0,1,3.0,7.0,-4.0,0,8.0,8.0,0.0,0,9.0,8.0,1.0,1,1.0,9.0,-8.0,0,9.0,7.0,2.0,1,9.0,6.0,3.0,1,1.0,0.0,1.0,1,10.0,1.0,9.0,1,10.0,7.5,2.5,1,9.0,8.0,1.0,1,17,3,victory
Monkey D. Luffy vs Ulti,Monkey D. Luffy,Ulti,10.0,8.0,2.0,1,8.0,6.5,1.5,1,9.0,6.0,3.0,1,9.0,7.5,1.5,1,10.0,7.5,2.5,1,8.0,7.5,0.5,1,10.0,8.0,2.0,1,9.0,8.5,0.5,1,9.0,7.5,1.5,1,3.0,5.5,-2.5,0,8.0,6.5,1.5,1,9.0,7.5,1.5,1,1.0,4.0,-3.0,0,9.0,7.0,2.0,1,9.0,5.5,3.5,1,1.0,0.0,1.0,1,10.0,8.0,2.0,1,10.0,7.0,3.0,1,9.0,6.5,2.5,1,17,2,victory
Monkey D. Luffy vs Benn Beckman,Monkey D. Luffy,Benn Beckman,10.0,8.5,1.5,1,8.0,7.0,1.0,1,9.0,7.5,1.5,1,9.0,9.0,0.0,0,10.0,9.0,1.0,1,8.0,7.5,0.5,1,10.0,8.5,1.5,1,9.0,8.0,1.0,1,9.0,9.0,0.0,0,3.0,10.0,-7.0,0,8.0,9.5,-1.5,0,9.0,9.0,0.0,0,1.0,10.0,-9.0,0,9.0,9.0,0.0,0,9.0,9.0,0.0,0,1.0,0.0,1.0,1,10.0,1.0,9.0,1,10.0,9.5,0.5,1,9.0,10.0,-1.0,0,15,9,victory
Monkey D. Luffy vs Koala,Monkey D. Luffy,Koala,10.0,6.0,4.0,1,8.0,6.0,2.0,1,9.0,7.5,1.5,1,9.0,7.0,2.0,1,10.0,6.5,3.5,1,8.0,5.5,2.5,1,10.0,6.0,4.0,1,9.0,5.5,3.5,1,9.0,6.5,2.5,1,3.0,7.5,-4.5,0,8.0,7.0,1.0,1,9.0,7.5,1.5,1,1.0,4.5,-3.5,0,9.0,5.0,4.0,1,9.0,5.0,4.0,1,1.0,0.0,1.0,1,10.0,1.0,9.0,1,10.0,8.5,1.5,1,9.0,7.0,2.0,1,17,2,victory
Monkey D. Luffy vs Borsalino,Monkey D. Luffy,Borsalino,10.0,8.0,2.0,1,8.0,10.0,-2.0,0,9.0,8.5,0.5,1,9.0,10.0,-1.0,0,10.0,9.5,0.5,1,8.0,7.5,0.5,1,10.0,8.0,2.0,1,9.0,7.5,1.5,1,9.0,8.0,1.0,1,3.0,8.0,-5.0,0,8.0,8.5,-0.5,0,9.0,9.0,0.0,0,1.0,6.5,-5.5,0,9.0,9.0,0.0,0,9.0,9.0,0.0,0,1.0,0.0,1.0,1,10.0,10.0,0.0,0,10.0,6.5,3.5,1,9.0,9.5,-0.5,0,13,10,victory
Monkey D. Luffy vs Gaimon,Monkey D. Luffy,Gaimon,10.0,1.0,9.0,1,8.0,1.0,7.0,1,9.0,1.0,8.0,1,9.0,1.5,7.5,1,10.0,1.0,9.0,1,8.0,1.5,6.5,1,10.0,4.0,6.0,1,9.0,2.0,7.0,1,9.0,3.5,5.5,1,3.0,5.5,-2.5,0,8.0,1.5,6.5,1,9.0,1.0,8.0,1,1.0,1.0,0.0,0,9.0,1.0,8.0,1,9.0,1.0,8.0,1,1.0,0.0,1.0,1,10.0,1.0,9.0,1,10.0,7.5,2.5,1,9.0,5.5,3.5,1,18,2,victory
Monkey D. Luffy vs Pedro,Monkey D. Luffy,Pedro,10.0,7.5,2.5,1,8.0,7.0,1.0,1,9.0,8.0,1.0,1,9.0,7.5,1.5,1,10.0,7.5,2.5,1,8.0,6.5,1.5,1,10.0,7.0,3.0,1,9.0,6.5,2.5,1,9.0,7.0,2.0,1,3.0,7.0,-4.0,0,8.0,8.0,0.0,0,9.0,8.0,1.0,1,1.0,7.5,-6.5,0,9.0,6.5,2.5,1,9.0,7.5,1.5,1,1.0,0.0,1.0,1,10.0,1.0,9.0,1,10.0,8.5,1.5,1,9.0,8.0,1.0,1,17,3,victory
Monkey D. Luffy vs Monkey D. Dragon,Monkey D. Luffy,Monkey D. Dragon,10.0,8.5,1.5,1,8.0,8.0,0.0,0,9.0,7.5,1.5,1,9.0,8.5,0.5,1,10.0,9.0,1.0,1,8.0,8.5,-0.5,0,10.0,9.0,1.0,1,9.0,8.5,0.5,1,9.0,9.0,0.0,0,3.0,10.0,-7.0,0,8.0,9.5,-1.5,0,9.0,9.0,0.0,0,1.0,6.5,-5.5,0,9.0,9.0,0.0,0,9.0,8.0,1.0,1,1.0,0.0,1.0,1,10.0,9.0,1.0,1,10.0,10.0,0.0,0,9.0,10.0,-1.0,0,14,10,victory
Monkey D. Luffy vs Thousand Sunny,Monkey D. Luffy,Thousand Sunny,10.0,7.5,2.5,1,8.0,7.5,0.5,1,9.0,6.0,3.0,1,9.0,5.0,4.0,1,10.0,7.0,3.0,1,8.0,7.5,0.5,1,10.0,9.0,1.0,1,9.0,9.0,0.0,0,9.0,7.0,2.0,1,3.0,2.0,1.0,1,8.0,4.0,4.0,1,9.0,6.0,3.0,1,1.0,7.0,-6.0,0,9.0,1.0,8.0,1,9.0,1.0,8.0,1,1.0,0.0,1.0,1,10.0,1.0,9.0,1,10.0,6.0,4.0,1,9.0,6.5,2.5,1,18,2,victory
Monkey D. Luffy vs Bepo,Monkey D. Luffy,Bepo,10.0,6.0,4.0,1,8.0,5.5,2.5,1,9.0,7.0,2.0,1,9.0,6.0,3.0,1,10.0,6.0,4.0,1,8.0,5.5,2.5,1,10.0,6.0,4.0,1,9.0,5.5,3.5,1,9.0,6.0,3.0,1,3.0,6.0,-3.0,0,8.0,6.0,2.0,1,9.0,6.5,2.5,1,1.0,2.0,-1.0,0,9.0,3.0,6.0,1,9.0,3.0,6.0,1,1.0,0.0,1.0,1,10.0,1.0,9.0,1,10.0,6.0,4.0,1,9.0,6.5,2.5,1,17,2,victory
Monkey D. Luffy vs Rockstar,Monkey D. Luffy,Rockstar,10.0,5.5,4.5,1,8.0,6.0,2.0,1,9.0,5.5,3.5,1,9.0,5.5,3.5,1,10.0,5.5,4.5,1,8.0,5.0,3.0,1,10.0,6.0,4.0,1,9.0,5.5,3.5,1,9.0,6.0,3.0,1,3.0,5.5,-2.5,0,8.0,5.5,2.5,1,9.0,6.0,3.0,1,1.0,6.0,-5.0,0,9.0,6.0,3.0,1,9.0,5.0,4.0,1,1.0,0.0,1.0,1,10.0,1.0,9.0,1,10.0,6.0,4.0,1,9.0,6.0,3.0,1,17,2,victory
Monkey D. Luffy vs Hiriluk,Monkey D. Luffy,Hiriluk,10.0,2.0,8.0,1,8.0,3.0,5.0,1,9.0,2.5,6.5,1,9.0,3.5,5.5,1,10.0,1.5,8.5,1,8.0,2.5,5.5,1,10.0,5.0,5.0,1,9.0,3.0,6.0,1,9.0,4.5,4.5,1,3.0,7.5,-4.5,0,8.0,1.5,6.5,1,9.0,1.5,7.5,1,1.0,2.0,-1.0,0,9.0,1.0,8.0,1,9.0,1.0,8.0,1,1.0,0.0,1.0,1,10.0,1.0,9.0,1,10.0,8.5,1.5,1,9.0,6.0,3.0,1,17,2,victory
Monkey D. Luffy vs Rebecca,Monkey D. Luffy,Rebecca,10.0,4.0,6.0,1,8.0,6.0,2.0,1,9.0,8.0,1.0,1,9.0,7.0,2.0,1,10.0,4.0,6.0,1,8.0,5.0,3.0,1,10.0,5.5,4.5,1,9.0,4.5,4.5,1,9.0,6.5,2.5,1,3.0,6.0,-3.0,0,8.0,7.0,1.0,1,9.0,6.0,3.0,1,1.0,6.5,-5.5,0,9.0,0.0,9.0,1,9.0,1.5,7.5,1,1.0,0.0,1.0,1,10.0,0.0,10.0,1,10.0,8.0,2.0,1,9.0,6.0,3.0,1,17,2,victory
Monkey D. Luffy vs Paulie,Monkey D. Luffy,Paulie,10.0,6.5,3.5,1,8.0,5.5,2.5,1,9.0,7.0,2.0,1,9.0,6.0,3.0,1,10.0,6.0,4.0,1,8.0,6.0,2.0,1,10.0,6.5,3.5,1,9.0,6.0,3.0,1,9.0,7.0,2.0,1,3.0,7.0,-4.0,0,8.0,6.5,1.5,1,9.0,7.0,2.0,1,1.0,8.0,-7.0,0,9.0,1.0,8.0,1,9.0,1.0,8.0,1,1.0,0.0,1.0,1,10.0,1.0,9.0,1,10.0,7.0,3.0,1,9.0,7.0,2.0,1,17,2,victory
Monkey D. Luffy vs Urouge,Monkey D. Luffy,Urouge,10.0,8.0,2.0,1,8.0,5.5,2.5,1,9.0,6.5,2.5,1,9.0,6.5,2.5,1,10.0,8.0,2.0,1,8.0,7.0,1.0,1,10.0,8.0,2.0,1,9.0,7.5,1.5,1,9.0,7.0,2.0,1,3.0,6.5,-3.5,0,8.0,7.0,1.0,1,9.0,7.0,2.0,1,1.0,4.5,-3.5,0,9.0,7.0,2.0,1,9.0,6.0,3.0,1,1.0,0.0,1.0,1,10.0,8.0,2.0,1,10.0,7.0,3.0,1,9.0,8.0,1.0,1,17,2,victory
Monkey D. Luffy vs Namur,Monkey D. Luffy,Namur,10.0,7.5,2.5,1,8.0,6.5,1.5,1,9.0,6.5,2.5,1,9.0,6.5,2.5,1,10.0,7.5,2.5,1,8.0,6.5,1.5,1,10.0,7.0,3.0,1,9.0,6.5,2.5,1,9.0,7.0,2.0,1,3.0,5.5,-2.5,0,8.0,6.5,1.5,1,9.0,7.5,1.5,1,1.0,3.5,-2.5,0,9.0,4.0,5.0,1,9.0,3.5,5.5,1,1.0,0.0,1.0,1,10.0,7.0,3.0,1,10.0,6.5,3.5,1,9.0,6.5,2.5,1,17,2,victory
Monkey D. Luffy vs Senor Pink,Monkey D. Luffy,Senor Pink,10.0,7.0,3.0,1,8.0,5.0,3.0,1,9.0,6.5,2.5,1,9.0,6.5,2.5,1,10.0,7.0,3.0,1,8.0,7.0,1.0,1,10.0,8.0,2.0,1,9.0,7.5,1.5,1,9.0,7.5,1.5,1,3.0,6.0,-3.0,0,8.0,7.0,1.0,1,9.0,7.5,1.5,1,1.0,3.0,-2.0,0,9.0,5.5,3.5,1,9.0,4.0,5.0,1,1.0,0.0,1.0,1,10.0,6.5,3.5,1,10.0,8.5,1.5,1,9.0,7.5,1.5,1,17,2,victory
Monkey D. Luffy vs Cavendish,Monkey D. Luffy,Cavendish,10.0,7.5,2.5,1,8.0,7.5,0.5,1,9.0,8.0,1.0,1,9.0,7.5,1.5,1,10.0,8.0,2.0,1,8.0,6.5,1.5,1,10.0,7.0,3.0,1,9.0,7.0,2.0,1,9.0,7.0,2.0,1,3.0,7.0,-4.0,0,8.0,7.5,0.5,1,9.0,8.0,1.0,1,1.0,9.0,-8.0,0,9.0,6.0,3.0,1,9.0,6.0,3.0,1,1.0,0.0,1.0,1,10.0,1.0,9.0,1,10.0,6.5,3.5,1,9.0,7.5,1.5,1,17,2,victory
Monkey D. Luffy vs Gecko Moria,Monkey D. Luffy,Gecko Moria,10.0,6.5,3.5,1,8.0,2.5,5.5,1,9.0,3.5,5.5,1,9.0,4.5,4.5,1,10.0,7.5,2.5,1,8.0,5.5,2.5,1,10.0,6.0,4.0,1,9.0,6.0,3.0,1,9.0,6.0,3.0,1,3.0,6.5,-3.5,0,8.0,6.0,2.0,1,9.0,5.0,4.0,1,1.0,3.0,-2.0,0,9.0,1.0,8.0,1,9.0,1.0,8.0,1,1.0,0.0,1.0,1,10.0,8.5,1.5,1,10.0,5.0,5.0,1,9.0,8.0,1.0,1,17,2,victory
Monkey D. Luffy vs Karoo,Monkey D. Luffy,Karoo,10.0,2.0,8.0,1,8.0,7.0,1.0,1,9.0,6.5,2.5,1,9.0,4.5,4.5,1,10.0,1.5,8.5,1,8.0,3.5,4.5,1,10.0,5.5,4.5,1,9.0,3.5,5.5,1,9.0,6.5,2.5,1,3.0,3.0,0.0,0,8.0,2.5,5.5,1,9.0,1.5,7.5,1,1.0,1.0,0.0,0,9.0,1.0,8.0,1,9.0,1.0,8.0,1,1.0,0.0,1.0,1,10.0,1.0,9.0,1,10.0,6.5,3.5,1,9.0,4.5,4.5,1,19,2,victory
Monkey D. Luffy vs Monet,Monkey D. Luffy,Monet,10.0,4.5,5.5,1,8.0,7.5,0.5,1,9.0,7.0,2.0,1,9.0,6.0,3.0,1,10.0,7.0,3.0,1,8.0,6.0,2.0,1,10.0,5.5,4.5,1,9.0,5.0,4.0,1,9.0,6.5,2.5,1,3.0,7.0,-4.0,0,8.0,6.5,1.5,1,9.0,6.5,2.5,1,1.0,4.0,-3.0,0,9.0,1.0,8.0,1,9.0,1.0,8.0,1,1.0,0.0,1.0,1,10.0,8.0,2.0,1,10.0,7.0,3.0,1,9.0,6.0,3.0,1,17,2,victory
Monkey D. Luffy vs Kaku,Monkey D. Luffy,Kaku,10.0,8.0,2.0,1,8.0,7.0,1.0,1,9.0,9.0,0.0,0,9.0,8.0,1.0,1,10.0,8.5,1.5,1,8.0,7.0,1.0,1,10.0,7.5,2.5,1,9.0,7.5,1.5,1,9.0,7.5,1.5,1,3.0,8.0,-5.0,0,8.0,8.0,0.0,0,9.0,9.0,0.0,0,1.0,8.5,-7.5,0,9.0,3.0,6.0,1,9.0,3.0,6.0,1,1.0,0.0,1.0,1,10.0,7.5,2.5,1,10.0,7.0,3.0,1,9.0,8.5,0.5,1,17,5,victory
Monkey D. Luffy vs Orlumbus,Monkey D. Luffy,Orlumbus,10.0,6.0,4.0,1,8.0,4.5,3.5,1,9.0,3.5,5.5,1,9.0,4.0,5.0,1,10.0,5.0,5.0,1,8.0,5.0,3.0,1,10.0,5.5,4.5,1,9.0,5.0,4.0,1,9.0,6.5,2.5,1,3.0,6.0,-3.0,0,8.0,6.5,1.5,1,9.0,5.0,4.0,1,1.0,5.5,-4.5,0,9.0,1.0,8.0,1,9.0,1.0,8.0,1,1.0,0.0,1.0,1,10.0,1.0,9.0,1,10.0,7.0,3.0,1,9.0,6.5,2.5,1,17,2,victory
Monkey D. Luffy vs Emporio Ivankov,Monkey D. Luffy,Emporio Ivankov,10.0,7.0,3.0,1,8.0,6.0,2.0,1,9.0,7.5,1.5,1,9.0,7.5,1.5,1,10.0,7.5,2.5,1,8.0,7.0,1.0,1,10.0,7.5,2.5,1,9.0,7.0,2.0,1,9.0,7.5,1.5,1,3.0,7.5,-4.5,0,8.0,8.0,0.0,0,9.0,8.0,1.0,1,1.0,2.0,-1.0,0,9.0,6.0,3.0,1,9.0,6.0,3.0,1,1.0,0.0,1.0,1,10.0,8.5,1.5,1,10.0,8.5,1.5,1,9.0,8.5,0.5,1,17,3,victory
Monkey D. Luffy vs Morgans,Monkey D. Luffy,Morgans,10.0,3.5,6.5,1,8.0,6.0,2.0,1,9.0,6.0,3.0,1,9.0,5.0,4.0,1,10.0,4.0,6.0,1,8.0,4.5,3.5,1,10.0,6.5,3.5,1,9.0,4.5,4.5,1,9.0,7.0,2.0,1,3.0,8.5,-5.5,0,8.0,5.0,3.0,1,9.0,3.5,5.5,1,1.0,3.0,-2.0,0,9.0,1.0,8.0,1,9.0,3.5,5.5,1,1.0,0.0,1.0,1,10.0,4.0,6.0,1,10.0,8.5,1.5,1,9.0,8.0,1.0,1,17,2,victory
Monkey D. Luffy vs Bell-mère,Monkey D. Luffy,Bell-mère,10.0,4.5,5.5,1,8.0,4.0,4.0,1,9.0,4.5,4.5,1,9.0,5.0,4.0,1,10.0,4.5,5.5,1,8.0,4.5,3.5,1,10.0,6.5,3.5,1,9.0,4.5,4.5,1,9.0,5.5,3.5,1,3.0,6.5,-3.5,0,8.0,4.0,4.0,1,9.0,5.0,4.0,1,1.0,5.0,-4.0,0,9.0,1.0,8.0,1,9.0,1.0,8.0,1,1.0,0.0,1.0,1,10.0,0.5,9.5,1,10.0,8.5,1.5,1,9.0,6.0,3.0,1,17,2,victory
Monkey D. Luffy vs Basil Hawkins,Monkey D. Luffy,Basil Hawkins,10.0,6.5,3.5,1,8.0,5.0,3.0,1,9.0,5.5,3.5,1,9.0,7.0,2.0,1,10.0,7.0,3.0,1,8.0,7.5,0.5,1,10.0,7.0,3.0,1,9.0,7.0,2.0,1,9.0,7.0,2.0,1,3.0,8.5,-5.5,0,8.0,8.0,0.0,0,9.0,6.5,2.5,1,1.0,6.5,-5.5,0,9.0,7.0,2.0,1,9.0,7.0,2.0,1,1.0,0.0,1.0,1,10.0,8.5,1.5,1,10.0,6.5,3.5,1,9.0,7.5,1.5,1,17,3,victory
