fight_name,fighter_1_reaction_speed,fighter_2_reaction_speed,reaction_speed_diff,reaction_speed_advantage,fighter_1_stamina,fighter_2_stamina,stamina_diff,stamina_advantage,fighter_1_strength,fighter_2_strength,strength_diff,strength_advantage,fighter_1_offense,fighter_2_offense,offense_diff,offense_advantage,fighter_1_defense,fighter_2_defense,defense_diff,defense_advantage,fighter_1_combat_skills,fighter_2_combat_skills,combat_skills_diff,combat_skills_advantage,fighter_1_battle_iq,fighter_2_battle_iq,battle_iq_diff,battle_iq_advantage,fighter_1_armament_haki,fighter_2_armament_haki,armament_haki_diff,armament_haki_advantage,fighter_1_observation_haki,fighter_2_observation_haki,observation_haki_diff,observation_haki_advantage,fighter_1_conqueror_haki,fighter_2_conqueror_haki,conqueror_haki_diff,conqueror_haki_advantage,fighter_1_experience,fighter_2_experience,experience_diff,experience_advantage,outcome
Monkey D. Luffy vs Monet,9.0,6.0,3.0,1,9.0,6.5,2.5,1,10.0,4.5,5.5,1,10.0,7.0,3.0,1,8.0,6.0,2.0,1,9.0,6.5,2.5,1,8.0,6.5,1.5,1,9.0,1.0,8.0,1,9.0,1.0,8.0,1,1.0,0.0,1.0,1,9.0,6.0,3.0,1,victory
Monkey D. Luffy vs Kaku,9.0,8.0,1.0,1,9.0,7.5,1.5,1,10.0,8.0,2.0,1,10.0,8.5,1.5,1,8.0,7.0,1.0,1,9.0,9.0,0.0,0,8.0,8.0,0.0,0,9.0,3.0,6.0,1,9.0,3.0,6.0,1,1.0,0.0,1.0,1,9.0,8.5,0.5,1,victory
Monkey D. Luffy vs Orlumbus,9.0,4.0,5.0,1,9.0,6.5,2.5,1,10.0,6.0,4.0,1,10.0,5.0,5.0,1,8.0,5.0,3.0,1,9.0,5.0,4.0,1,8.0,6.5,1.5,1,9.0,1.0,8.0,1,9.0,1.0,8.0,1,1.0,0.0,1.0,1,9.0,6.5,2.5,1,victory
Monkey D. Luffy vs Emporio Ivankov,9.0,7.5,1.5,1,9.0,7.5,1.5,1,10.0,7.0,3.0,1,10.0,7.5,2.5,1,8.0,7.0,1.0,1,9.0,8.0,1.0,1,8.0,8.0,0.0,0,9.0,6.0,3.0,1,9.0,6.0,3.0,1,1.0,0.0,1.0,1,9.0,8.5,0.5,1,victory
Monkey D. Luffy vs Morgans,9.0,5.0,4.0,1,9.0,7.0,2.0,1,10.0,3.5,6.5,1,10.0,4.0,6.0,1,8.0,4.5,3.5,1,9.0,3.5,5.5,1,8.0,5.0,3.0,1,9.0,1.0,8.0,1,9.0,3.5,5.5,1,1.0,0.0,1.0,1,9.0,8.0,1.0,1,victory
Monkey D. Luffy vs Bell-mère,9.0,5.0,4.0,1,9.0,5.5,3.5,1,10.0,4.5,5.5,1,10.0,4.5,5.5,1,8.0,4.5,3.5,1,9.0,5.0,4.0,1,8.0,4.0,4.0,1,9.0,1.0,8.0,1,9.0,1.0,8.0,1,1.0,0.0,1.0,1,9.0,6.0,3.0,1,victory
Monkey D. Luffy vs Basil Hawkins,9.0,7.0,2.0,1,9.0,7.0,2.0,1,10.0,6.5,3.5,1,10.0,7.0,3.0,1,8.0,7.5,0.5,1,9.0,6.5,2.5,1,8.0,8.0,0.0,0,9.0,7.0,2.0,1,9.0,7.0,2.0,1,1.0,0.0,1.0,1,9.0,7.5,1.5,1,victory
Monkey D. Luffy vs Denjiro,9.0,7.5,1.5,1,9.0,8.0,1.0,1,10.0,8.0,2.0,1,10.0,8.5,1.5,1,8.0,7.0,1.0,1,9.0,8.5,0.5,1,8.0,8.5,-0.5,0,9.0,8.0,1.0,1,9.0,7.0,2.0,1,1.0,0.0,1.0,1,9.0,9.0,0.0,0,victory
Monkey D. Luffy vs Gin,9.0,6.0,3.0,1,9.0,6.5,2.5,1,10.0,6.5,3.5,1,10.0,7.0,3.0,1,8.0,5.5,2.5,1,9.0,7.0,2.0,1,8.0,6.5,1.5,1,9.0,1.0,8.0,1,9.0,1.0,8.0,1,1.0,0.0,1.0,1,9.0,6.5,2.5,1,victory
Monkey D. Luffy vs Jewelry Bonney,9.0,6.0,3.0,1,9.0,6.5,2.5,1,10.0,5.5,4.5,1,10.0,6.5,3.5,1,8.0,6.0,2.0,1,9.0,5.5,3.5,1,8.0,7.0,1.0,1,9.0,1.0,8.0,1,9.0,1.0,8.0,1,1.0,0.0,1.0,1,9.0,7.0,2.0,1,victory
Monkey D. Luffy vs Charlotte Linlin,9.0,8.0,1.0,1,9.0,9.0,0.0,0,10.0,10.0,0.0,0,10.0,10.0,0.0,0,8.0,9.0,-1.0,0,9.0,9.5,-0.5,0,8.0,7.5,0.5,1,9.0,9.5,-0.5,0,9.0,7.5,1.5,1,1.0,1.0,0.0,0,9.0,9.5,-0.5,0,loss
Monkey D. Luffy vs Marguerite,9.0,6.5,2.5,1,9.0,6.5,2.5,1,10.0,4.5,5.5,1,10.0,6.5,3.5,1,8.0,5.0,3.0,1,9.0,7.0,2.0,1,8.0,6.0,2.0,1,9.0,6.0,3.0,1,9.0,5.0,4.0,1,1.0,0.0,1.0,1,9.0,6.5,2.5,1,victory
Monkey D. Luffy vs Wyper,9.0,6.5,2.5,1,9.0,7.5,1.5,1,10.0,7.0,3.0,1,10.0,8.0,2.0,1,8.0,5.5,2.5,1,9.0,7.0,2.0,1,8.0,7.0,1.0,1,9.0,0.0,9.0,1,9.0,0.0,9.0,1,1.0,0.0,1.0,1,9.0,7.0,2.0,1,victory
Monkey D. Luffy vs Animal Species/Arabasta Saga,9.0,6.0,3.0,1,9.0,7.0,2.0,1,10.0,6.5,3.5,1,10.0,7.0,3.0,1,8.0,6.0,2.0,1,9.0,7.0,2.0,1,8.0,6.5,1.5,1,9.0,1.0,8.0,1,9.0,1.0,8.0,1,1.0,0.0,1.0,1,9.0,6.5,2.5,1,victory
Monkey D. Luffy vs Charlotte Mont-d'Or,9.0,6.0,3.0,1,9.0,6.5,2.5,1,10.0,6.5,3.5,1,10.0,7.0,3.0,1,8.0,6.5,1.5,1,9.0,7.0,2.0,1,8.0,7.0,1.0,1,9.0,7.0,2.0,1,9.0,6.0,3.0,1,1.0,0.0,1.0,1,9.0,7.5,1.5,1,victory
Monkey D. Luffy vs Caesar Clown,9.0,5.5,3.5,1,9.0,5.0,4.0,1,10.0,4.0,6.0,1,10.0,7.0,3.0,1,8.0,5.0,3.0,1,9.0,4.5,4.5,1,8.0,6.0,2.0,1,9.0,1.0,8.0,1,9.0,1.0,8.0,1,1.0,0.0,1.0,1,9.0,7.0,2.0,1,victory
Monkey D. Luffy vs Kin'emon,9.0,6.5,2.5,1,9.0,6.5,2.5,1,10.0,6.5,3.5,1,10.0,7.0,3.0,1,8.0,6.0,2.0,1,9.0,7.5,1.5,1,8.0,7.5,0.5,1,9.0,6.5,2.5,1,9.0,5.0,4.0,1,1.0,0.0,1.0,1,9.0,7.5,1.5,1,victory
Monkey D. Luffy vs Zeff,9.0,6.5,2.5,1,9.0,6.5,2.5,1,10.0,6.5,3.5,1,10.0,6.0,4.0,1,8.0,6.0,2.0,1,9.0,7.5,1.5,1,8.0,7.5,0.5,1,9.0,4.5,4.5,1,9.0,4.5,4.5,1,1.0,0.0,1.0,1,9.0,9.0,0.0,0,victory
Monkey D. Luffy vs Vista,9.0,8.5,0.5,1,9.0,8.0,1.0,1,10.0,8.0,2.0,1,10.0,8.0,2.0,1,8.0,7.5,0.5,1,9.0,9.0,0.0,0,8.0,8.0,0.0,0,9.0,8.0,1.0,1,9.0,7.0,2.0,1,1.0,0.0,1.0,1,9.0,9.0,0.0,0,victory
Monkey D. Luffy vs Charlotte Perospero,9.0,6.5,2.5,1,9.0,7.0,2.0,1,10.0,7.0,3.0,1,10.0,8.0,2.0,1,8.0,7.0,1.0,1,9.0,7.0,2.0,1,8.0,7.5,0.5,1,9.0,7.0,2.0,1,9.0,6.0,3.0,1,1.0,0.0,1.0,1,9.0,8.0,1.0,1,victory
Monkey D. Luffy vs Kawamatsu,9.0,7.0,2.0,1,9.0,8.5,0.5,1,10.0,7.5,2.5,1,10.0,8.0,2.0,1,8.0,7.0,1.0,1,9.0,8.5,0.5,1,8.0,7.5,0.5,1,9.0,6.5,2.5,1,9.0,6.0,3.0,1,1.0,0.0,1.0,1,9.0,8.5,0.5,1,victory
Monkey D. Luffy vs Pandaman,9.0,5.0,4.0,1,9.0,6.5,2.5,1,10.0,3.5,6.5,1,10.0,3.0,7.0,1,8.0,3.5,4.5,1,9.0,2.5,6.5,1,8.0,2.5,5.5,1,9.0,1.0,8.0,1,9.0,5.0,4.0,1,1.0,0.0,1.0,1,9.0,8.5,0.5,1,victory
Monkey D. Luffy vs Bartholomew Kuma,9.0,9.0,0.0,0,9.0,9.5,-0.5,0,10.0,9.5,0.5,1,10.0,9.5,0.5,1,8.0,8.5,-0.5,0,9.0,8.0,1.0,1,8.0,9.0,-1.0,0,9.0,8.0,1.0,1,9.0,8.0,1.0,1,1.0,0.0,1.0,1,9.0,9.5,-0.5,0,victory
Monkey D. Luffy vs Charlotte Cracker,9.0,7.5,1.5,1,9.0,8.0,1.0,1,10.0,8.5,1.5,1,10.0,9.0,1.0,1,8.0,9.0,-1.0,0,9.0,8.0,1.0,1,8.0,8.5,-0.5,0,9.0,8.5,0.5,1,9.0,7.5,1.5,1,1.0,0.0,1.0,1,9.0,8.5,0.5,1,victory
Monkey D. Luffy vs Chouchou,9.0,3.0,6.0,1,9.0,3.5,5.5,1,10.0,1.5,8.5,1,10.0,1.5,8.5,1,8.0,2.0,6.0,1,9.0,1.5,7.5,1,8.0,2.0,6.0,1,9.0,1.0,8.0,1,9.0,1.0,8.0,1,1.0,0.0,1.0,1,9.0,2.0,7.0,1,victory
Roronoa Zoro vs Kaidou,9.0,8.5,0.5,1,9.0,10.0,-1.0,0,9.5,10.0,-0.5,0,10.0,10.0,0.0,0,7.5,10.0,-2.5,0,10.0,9.5,0.5,1,8.5,8.5,0.0,0,9.0,10.0,-1.0,0,6.5,8.0,-1.5,0,1.0,1.0,0.0,0,9.0,10.0,-1.0,0,loss
Roronoa Zoro vs Nami,9.0,6.5,2.5,1,9.0,5.5,3.5,1,9.5,3.0,6.5,1,10.0,6.5,3.5,1,7.5,4.5,3.0,1,10.0,6.0,4.0,1,8.5,8.0,0.5,1,9.0,1.0,8.0,1,6.5,1.5,5.0,1,1.0,0.0,1.0,1,9.0,8.0,1.0,1,victory
Roronoa Zoro vs Sanji,9.0,8.5,0.5,1,9.0,8.5,0.5,1,9.5,8.0,1.5,1,10.0,8.5,1.5,1,7.5,7.0,0.5,1,10.0,9.0,1.0,1,8.5,8.0,0.5,1,9.0,8.0,1.0,1,6.5,8.0,-1.5,0,1.0,0.0,1.0,1,9.0,8.5,0.5,1,victory
Roronoa Zoro vs Trafalgar D. Water Law,9.0,7.5,1.5,1,9.0,7.0,2.0,1,9.5,7.5,2.0,1,10.0,9.0,1.0,1,7.5,7.5,0.0,0,10.0,8.0,2.0,1,8.5,9.0,-0.5,0,9.0,8.0,1.0,1,6.5,7.0,-0.5,0,1.0,0.0,1.0,1,9.0,8.0,1.0,1,victory
Roronoa Zoro vs Nico Robin,9.0,6.0,3.0,1,9.0,6.5,2.5,1,9.5,4.5,5.0,1,10.0,7.0,3.0,1,7.5,5.5,2.0,1,10.0,7.5,2.5,1,8.5,8.5,0.0,0,9.0,3.5,5.5,1,6.5,4.0,2.5,1,1.0,0.0,1.0,1,9.0,8.5,0.5,1,victory
Roronoa Zoro vs Boa Hancock,9.0,7.5,1.5,1,9.0,7.0,2.0,1,9.5,8.5,1.0,1,10.0,9.5,0.5,1,7.5,7.0,0.5,1,10.0,9.0,1.0,1,8.5,8.0,0.5,1,9.0,8.0,1.0,1,6.5,8.0,-1.5,0,1.0,1.0,0.0,0,9.0,8.0,1.0,1,victory
Roronoa Zoro vs Carrot,9.0,7.5,1.5,1,9.0,6.5,2.5,1,9.5,6.5,3.0,1,10.0,7.0,3.0,1,7.5,5.5,2.0,1,10.0,7.0,3.0,1,8.5,6.0,2.5,1,9.0,0.0,9.0,1,6.5,0.0,6.5,1,1.0,0.0,1.0,1,9.0,5.5,3.5,1,victory
Roronoa Zoro vs Portgas D. Ace,9.0,8.0,1.0,1,9.0,9.0,0.0,0,9.5,9.0,0.5,1,10.0,9.5,0.5,1,7.5,7.5,0.0,0,10.0,9.0,1.0,1,8.5,8.0,0.5,1,9.0,8.0,1.0,1,6.5,8.0,-1.5,0,1.0,1.0,0.0,0,9.0,8.0,1.0,1,victory
Roronoa Zoro vs Sabo,9.0,9.0,0.0,0,9.0,8.5,0.5,1,9.5,9.0,0.5,1,10.0,9.0,1.0,1,7.5,8.0,-0.5,0,10.0,9.5,0.5,1,8.5,9.0,-0.5,0,9.0,9.0,0.0,0,6.5,8.0,-1.5,0,1.0,0.0,1.0,1,9.0,9.0,0.0,0,victory
Roronoa Zoro vs Yamato,9.0,8.0,1.0,1,9.0,8.0,1.0,1,9.5,8.5,1.0,1,10.0,8.5,1.5,1,7.5,8.0,-0.5,0,10.0,8.5,1.5,1,8.5,8.0,0.5,1,9.0,8.5,0.5,1,6.5,7.0,-0.5,0,1.0,1.0,0.0,0,9.0,7.0,2.0,1,victory
Roronoa Zoro vs Shanks,9.0,10.0,-1.0,0,9.0,9.5,-0.5,0,9.5,9.5,0.0,0,10.0,9.5,0.5,1,7.5,9.0,-1.5,0,10.0,10.0,0.0,0,8.5,10.0,-1.5,0,9.0,10.0,-1.0,0,6.5,9.5,-3.0,0,1.0,1.0,0.0,0,9.0,10.0,-1.0,0,loss
Roronoa Zoro vs Donquixote Rosinante,9.0,6.0,3.0,1,9.0,6.5,2.5,1,9.5,4.5,5.0,1,10.0,5.0,5.0,1,7.5,5.0,2.5,1,10.0,5.0,5.0,1,8.5,6.5,2.0,1,9.0,3.0,6.0,1,6.5,6.0,0.5,1,1.0,0.0,1.0,1,9.0,7.0,2.0,1,victory
Roronoa Zoro vs Charlotte Katakuri,9.0,9.5,-0.5,0,9.0,9.0,0.0,0,9.5,9.0,0.5,1,10.0,8.5,1.5,1,7.5,8.0,-0.5,0,10.0,9.5,0.5,1,8.5,9.0,-0.5,0,9.0,9.0,0.0,0,6.5,10.0,-3.5,0,1.0,1.0,0.0,0,9.0,9.0,0.0,0,victory
Roronoa Zoro vs Usopp,9.0,6.0,3.0,1,9.0,6.5,2.5,1,9.5,3.0,6.5,1,10.0,6.0,4.0,1,7.5,3.5,4.0,1,10.0,6.0,4.0,1,8.5,7.0,1.5,1,9.0,0.5,8.5,1,6.5,7.5,-1.0,0,1.0,0.0,1.0,1,9.0,7.0,2.0,1,victory
Roronoa Zoro vs Tony Tony Chopper,9.0,5.5,3.5,1,9.0,6.0,3.0,1,9.5,6.5,3.0,1,10.0,6.5,3.5,1,7.5,6.0,1.5,1,10.0,6.0,4.0,1,8.5,7.0,1.5,1,9.0,1.0,8.0,1,6.5,1.0,5.5,1,1.0,0.0,1.0,1,9.0,6.5,2.5,1,victory
Roronoa Zoro vs Crocodile,9.0,7.5,1.5,1,9.0,7.5,1.5,1,9.5,7.5,2.0,1,10.0,8.5,1.5,1,7.5,8.0,-0.5,0,10.0,8.0,2.0,1,8.5,9.0,-0.5,0,9.0,6.0,3.0,1,6.5,6.0,0.5,1,1.0,0.0,1.0,1,9.0,9.0,0.0,0,victory
Roronoa Zoro vs Jinbe,9.0,4.5,4.5,1,9.0,5.0,4.0,1,9.5,5.0,4.5,1,10.0,5.0,5.0,1,7.5,5.5,2.0,1,10.0,5.5,4.5,1,8.5,5.0,3.5,1,9.0,5.0,4.0,1,6.5,4.5,2.0,1,1.0,0.0,1.0,1,9.0,5.5,3.5,1,victory
Roronoa Zoro vs Marco,9.0,9.0,0.0,0,9.0,8.5,0.5,1,9.5,8.0,1.5,1,10.0,8.5,1.5,1,7.5,9.5,-2.0,0,10.0,9.0,1.0,1,8.5,9.0,-0.5,0,9.0,7.5,1.5,1,6.5,7.5,-1.0,0,1.0,0.0,1.0,1,9.0,9.5,-0.5,0,victory
Roronoa Zoro vs Donquixote Doflamingo,9.0,8.5,0.5,1,9.0,9.5,-0.5,0,9.5,8.5,1.0,1,10.0,9.0,1.0,1,7.5,8.0,-0.5,0,10.0,9.0,1.0,1,8.5,9.0,-0.5,0,9.0,8.5,0.5,1,6.5,8.0,-1.5,0,1.0,1.0,0.0,0,9.0,9.5,-0.5,0,victory
Roronoa Zoro vs Nefertari Vivi,9.0,4.5,4.5,1,9.0,5.5,3.5,1,9.5,3.0,6.5,1,10.0,3.0,7.0,1,7.5,3.5,4.0,1,10.0,4.5,5.5,1,8.5,6.5,2.0,1,9.0,1.0,8.0,1,6.5,1.0,5.5,1,1.0,0.0,1.0,1,9.0,6.0,3.0,1,victory
Roronoa Zoro vs Bentham,9.0,6.5,2.5,1,9.0,7.5,1.5,1,9.5,6.5,3.0,1,10.0,6.5,3.5,1,7.5,5.5,2.0,1,10.0,7.5,2.5,1,8.5,7.5,1.0,1,9.0,0.5,8.5,1,6.5,0.5,6.0,1,1.0,0.0,1.0,1,9.0,7.0,2.0,1,victory
Roronoa Zoro vs Eustass Kid,9.0,8.0,1.0,1,9.0,8.0,1.0,1,9.5,8.5,1.0,1,10.0,8.5,1.5,1,7.5,7.5,0.0,0,10.0,7.5,2.5,1,8.5,7.5,1.0,1,9.0,8.0,1.0,1,6.5,7.0,-0.5,0,1.0,1.0,0.0,0,9.0,8.0,1.0,1,victory
Roronoa Zoro vs Kouzuki Oden,9.0,8.5,0.5,1,9.0,8.5,0.5,1,9.5,9.5,0.0,0,10.0,9.5,0.5,1,7.5,7.0,0.5,1,10.0,9.5,0.5,1,8.5,7.5,1.0,1,9.0,9.0,0.0,0,6.5,7.5,-1.0,0,1.0,1.0,0.0,0,9.0,9.0,0.0,0,victory
Roronoa Zoro vs Perona,9.0,4.5,4.5,1,9.0,4.0,5.0,1,9.5,1.5,8.0,1,10.0,6.5,3.5,1,7.5,5.5,2.0,1,10.0,3.0,7.0,1,8.5,5.0,3.5,1,9.0,1.0,8.0,1,6.5,1.0,5.5,1,1.0,0.0,1.0,1,9.0,4.5,4.5,1,victory
Roronoa Zoro vs Brook,9.0,7.5,1.5,1,9.0,8.0,1.0,1,9.5,6.0,3.5,1,10.0,7.0,3.0,1,7.5,5.0,2.5,1,10.0,7.5,2.5,1,8.5,7.0,1.5,1,9.0,2.0,7.0,1,6.5,2.5,4.0,1,1.0,0.0,1.0,1,9.0,8.5,0.5,1,victory
Roronoa Zoro vs Smoker,9.0,7.0,2.0,1,9.0,7.0,2.0,1,9.5,7.0,2.5,1,10.0,7.0,3.0,1,7.5,6.5,1.0,1,10.0,7.5,2.5,1,8.5,7.5,1.0,1,9.0,6.5,2.5,1,6.5,7.0,-0.5,0,1.0,0.0,1.0,1,9.0,8.5,0.5,1,victory
Roronoa Zoro vs Franky,9.0,6.5,2.5,1,9.0,7.5,1.5,1,9.5,8.0,1.5,1,10.0,8.0,2.0,1,7.5,7.5,0.0,0,10.0,7.5,2.5,1,8.5,7.5,1.0,1,9.0,2.0,7.0,1,6.5,1.0,5.5,1,1.0,0.0,1.0,1,9.0,8.0,1.0,1,victory
Roronoa Zoro vs Gol D. Roger,9.0,10.0,-1.0,0,9.0,10.0,-1.0,0,9.5,10.0,-0.5,0,10.0,10.0,0.0,0,7.5,8.5,-1.0,0,10.0,10.0,0.0,0,8.5,10.0,-1.5,0,9.0,10.0,-1.0,0,6.5,9.5,-3.0,0,1.0,1.0,0.0,0,9.0,10.0,-1.0,0,loss
Roronoa Zoro vs Dracule Mihawk,9.0,10.0,-1.0,0,9.0,9.5,-0.5,0,9.5,10.0,-0.5,0,10.0,10.0,0.0,0,7.5,9.0,-1.5,0,10.0,10.0,0.0,0,8.5,10.0,-1.5,0,9.0,9.5,-0.5,0,6.5,9.5,-3.0,0,1.0,0.0,1.0,1,9.0,10.0,-1.0,0,loss
Roronoa Zoro vs Edward Newgate,9.0,7.5,1.5,1,9.0,8.5,0.5,1,9.5,10.0,-0.5,0,10.0,10.0,0.0,0,7.5,9.0,-1.5,0,10.0,10.0,0.0,0,8.5,9.0,-0.5,0,9.0,10.0,-1.0,0,6.5,8.0,-1.5,0,1.0,1.0,0.0,0,9.0,10.0,-1.0,0,loss
Roronoa Zoro vs Going Merry,9.0,3.5,5.5,1,9.0,6.5,2.5,1,9.5,3.0,6.5,1,10.0,1.5,8.5,1,7.5,3.5,4.0,1,10.0,1.5,8.5,1,8.5,3.5,5.0,1,9.0,1.0,8.0,1,6.5,1.5,5.0,1,1.0,0.0,1.0,1,9.0,7.5,1.5,1,victory
Roronoa Zoro vs Silvers Rayleigh,9.0,10.0,-1.0,0,9.0,8.5,0.5,1,9.5,9.5,0.0,0,10.0,9.5,0.5,1,7.5,9.0,-1.5,0,10.0,10.0,0.0,0,8.5,10.0,-1.5,0,9.0,10.0,-1.0,0,6.5,10.0,-3.5,0,1.0,1.0,0.0,0,9.0,10.0,-1.0,0,loss
Roronoa Zoro vs Buggy,9.0,5.0,4.0,1,9.0,6.0,3.0,1,9.5,3.5,6.0,1,10.0,5.5,4.5,1,7.5,6.5,1.0,1,10.0,4.5,5.5,1,8.5,6.5,2.0,1,9.0,1.0,8.0,1,6.5,1.0,5.5,1,1.0,0.0,1.0,1,9.0,7.5,1.5,1,victory
Roronoa Zoro vs Enel,9.0,9.0,0.0,0,9.0,8.0,1.0,1,9.5,7.0,2.5,1,10.0,9.5,0.5,1,7.5,6.5,1.0,1,10.0,7.0,3.0,1,8.5,7.0,1.5,1,9.0,1.0,8.0,1,6.5,10.0,-3.5,0,1.0,0.0,1.0,1,9.0,6.0,3.0,1,victory
Roronoa Zoro vs Kuzan,9.0,8.5,0.5,1,9.0,9.5,-0.5,0,9.5,9.0,0.5,1,10.0,9.5,0.5,1,7.5,8.5,-1.0,0,10.0,9.5,0.5,1,8.5,9.5,-1.0,0,9.0,8.5,0.5,1,6.5,8.5,-2.0,0,1.0,0.0,1.0,1,9.0,9.5,-0.5,0,victory
Roronoa Zoro vs Woop Slap,9.0,1.5,7.5,1,9.0,2.5,6.5,1,9.5,1.0,8.5,1,10.0,1.0,9.0,1,7.5,1.0,6.5,1,10.0,1.0,9.0,1,8.5,1.0,7.5,1,9.0,1.0,8.0,1,6.5,1.0,5.5,1,1.0,0.0,1.0,1,9.0,4.0,5.0,1,victory
Roronoa Zoro vs Tashigi,9.0,6.0,3.0,1,9.0,5.5,3.5,1,9.5,4.0,5.5,1,10.0,5.0,5.0,1,7.5,4.5,3.0,1,10.0,6.5,3.5,1,8.5,6.0,2.5,1,9.0,5.0,4.0,1,6.5,4.0,2.5,1,1.0,0.0,1.0,1,9.0,6.0,3.0,1,victory
Roronoa Zoro vs Vinsmoke Reiju,9.0,7.0,2.0,1,9.0,6.5,2.5,1,9.5,6.5,3.0,1,10.0,7.0,3.0,1,7.5,6.5,1.0,1,10.0,7.5,2.5,1,8.5,7.5,1.0,1,9.0,3.0,6.0,1,6.5,3.0,3.5,1,1.0,0.0,1.0,1,9.0,7.0,2.0,1,victory
Roronoa Zoro vs Bartolomeo,9.0,5.5,3.5,1,9.0,7.0,2.0,1,9.5,6.0,3.5,1,10.0,7.0,3.0,1,7.5,9.5,-2.0,0,10.0,6.0,4.0,1,8.5,6.5,2.0,1,9.0,2.0,7.0,1,6.5,2.0,4.5,1,1.0,0.0,1.0,1,9.0,6.0,3.0,1,victory
Roronoa Zoro vs X Drake,9.0,7.5,1.5,1,9.0,7.0,2.0,1,9.5,7.5,2.0,1,10.0,8.0,2.0,1,7.5,7.0,0.5,1,10.0,8.0,2.0,1,8.5,7.5,1.0,1,9.0,7.0,2.0,1,6.5,6.5,0.0,0,1.0,0.0,1.0,1,9.0,8.0,1.0,1,victory
Roronoa Zoro vs Koby,9.0,7.0,2.0,1,9.0,7.5,1.5,1,9.5,6.0,3.5,1,10.0,6.5,3.5,1,7.5,5.0,2.5,1,10.0,6.5,3.5,1,8.5,7.0,1.5,1,9.0,7.0,2.0,1,6.5,8.5,-2.0,0,1.0,0.0,1.0,1,9.0,6.0,3.0,1,victory
Roronoa Zoro vs Rob Lucci,9.0,8.5,0.5,1,9.0,9.0,0.0,0,9.5,9.0,0.5,1,10.0,9.0,1.0,1,7.5,7.5,0.0,0,10.0,9.5,0.5,1,8.5,8.5,0.0,0,9.0,7.5,1.5,1,6.5,7.5,-1.0,0,1.0,0.0,1.0,1,9.0,8.5,0.5,1,victory
Roronoa Zoro vs Monkey D. Garp,9.0,10.0,-1.0,0,9.0,9.5,-0.5,0,9.5,10.0,-0.5,0,10.0,10.0,0.0,0,7.5,8.5,-1.0,0,10.0,10.0,0.0,0,8.5,9.5,-1.0,0,9.0,10.0,-1.0,0,6.5,9.0,-2.5,0,1.0,1.0,0.0,0,9.0,10.0,-1.0,0,loss
Roronoa Zoro vs Charlotte Pudding,9.0,5.0,4.0,1,9.0,5.0,4.0,1,9.5,3.5,6.0,1,10.0,5.0,5.0,1,7.5,4.0,3.5,1,10.0,4.5,5.5,1,8.5,6.5,2.0,1,9.0,1.0,8.0,1,6.5,2.5,4.0,1,1.0,0.0,1.0,1,9.0,6.0,3.0,1,victory
Roronoa Zoro vs Marshall D. Teach,9.0,7.0,2.0,1,9.0,8.0,1.0,1,9.5,9.0,0.5,1,10.0,9.5,0.5,1,7.5,7.5,0.0,0,10.0,8.0,2.0,1,8.5,8.5,0.0,0,9.0,8.0,1.0,1,6.5,7.0,-0.5,0,1.0,0.0,1.0,1,9.0,8.5,0.5,1,victory
Roronoa Zoro vs Kikuhime,9.0,7.0,2.0,1,9.0,7.0,2.0,1,9.5,6.0,3.5,1,10.0,7.0,3.0,1,7.5,6.0,1.5,1,10.0,8.0,2.0,1,8.5,7.0,1.5,1,9.0,6.0,3.0,1,6.5,6.0,0.5,1,1.0,0.0,1.0,1,9.0,7.0,2.0,1,victory
Roronoa Zoro vs Izou,9.0,7.5,1.5,1,9.0,7.5,1.5,1,9.5,6.5,3.0,1,10.0,7.5,2.5,1,7.5,5.5,2.0,1,10.0,8.0,2.0,1,8.5,8.0,0.5,1,9.0,6.0,3.0,1,6.5,6.0,0.5,1,1.0,0.0,1.0,1,9.0,8.5,0.5,1,victory
Roronoa Zoro vs Kouzuki Hiyori,9.0,4.0,5.0,1,9.0,5.0,4.0,1,9.5,2.5,7.0,1,10.0,3.0,7.0,1,7.5,4.0,3.5,1,10.0,2.5,7.5,1,8.5,3.5,5.0,1,9.0,1.0,8.0,1,6.5,1.0,5.5,1,1.0,0.0,1.0,1,9.0,6.0,3.0,1,victory
Roronoa Zoro vs Shirahoshi,9.0,2.5,6.5,1,9.0,2.5,6.5,1,9.5,1.0,8.5,1,10.0,4.5,5.5,1,7.5,1.0,6.5,1,10.0,1.0,9.0,1,8.5,1.5,7.0,1,9.0,1.0,8.0,1,6.5,5.5,1.0,1,1.0,0.0,1.0,1,9.0,1.5,7.5,1,victory
Roronoa Zoro vs Pell,9.0,6.5,2.5,1,9.0,6.5,2.5,1,9.5,6.5,3.0,1,10.0,6.0,4.0,1,7.5,5.0,2.5,1,10.0,6.5,3.5,1,8.5,6.5,2.0,1,9.0,1.5,7.5,1,6.5,1.5,5.0,1,1.0,0.0,1.0,1,9.0,6.5,2.5,1,victory
Roronoa Zoro vs Issho,9.0,8.5,0.5,1,9.0,9.0,0.0,0,9.5,9.0,0.5,1,10.0,9.0,1.0,1,7.5,8.5,-1.0,0,10.0,9.0,1.0,1,8.5,9.0,-0.5,0,9.0,9.0,0.0,0,6.5,10.0,-3.5,0,1.0,0.0,1.0,1,9.0,9.5,-0.5,0,victory
